net,length_um
_242_,10.32µm
_160_,10.24µm
_260_,10.16µm
_265_,10.12µm
_270_,10.12µm
_078_,10.04µm
_184_,9.98µm
_156_,9.96µm
_246_,9.94µm
net85,9.94µm
_181_,9.86µm
net74,9.84µm
_074_,9.74µm
net70,9.66µm
net83,9.66µm
_119_,9.48µm
_196_,9.48µm
net77,9.4µm
net11,9.32µm
net33,9.28µm
net71,9.22µm
_273_,9.2µm
_145_,9.16µm
_269_,9.1µm
_167_,9.05µm
_075_,9.02µm
_235_,9.02µm
P[4],8.96µm
P[5],8.96µm
P[6],8.96µm
P[7],8.96µm
A[4],8.84µm
B[0],8.81µm
A[5],8.72µm
_263_,8.66µm
_222_,8.62µm
_175_,8.6µm
_168_,8.56µm
_180_,8.46µm
_046_,8.44µm
_053_,8.44µm
net69,8.41µm
_057_,8.38µm
_028_,8.24µm
_077_,8.24µm
_195_,8.1µm
_054_,8µm
_080_,7.98µm
_268_,7.9µm
_241_,7.88µm
_173_,7.86µm
net61,7.86µm
_232_,7.58µm
_002_,7.52µm
_207_,7.32µm
_234_,7.3µm
_014_,7.22µm
_148_,7.22µm
_225_,7.2µm
_072_,7.18µm
_249_,7.18µm
net25,7.18µm
_061_,7.115µm
_111_,6.98µm
_020_,6.94µm
_236_,6.935µm
_233_,6.92µm
P[12],6.89µm
_224_,6.88µm
_253_,6.76µm
_185_,6.64µm
net68,6.6µm
_122_,6.535µm
_144_,6.32µm
A[1],6.31µm
B[2],6.31µm
_126_,6.3µm
net24,6.18µm
P[10],6.09µm
_248_,6.02µm
net82,5.98µm
B[5],5.97µm
_120_,5.86µm
_172_,5.84µm
A[2],5.75µm
P[9],5.75µm
_103_,5.72µm
_204_,5.72µm
net63,5.68µm
B[6],5.63µm
_237_,5.52µm
_090_,5.48µm
_205_,5.48µm
P[11],5.41µm
P[13],5.41µm
A[0],5.29µm
_118_,5.22µm
_108_,5.16µm
B[3],5.07µm
B[4],5.07µm
P[0],5.07µm
P[14],5.07µm
P[1],5.07µm
P[2],5.07µm
P[3],5.07µm
A[3],4.95µm
B[1],4.95µm
_130_,4.91µm
_149_,4.88µm
_176_,4.88µm
P[8],4.85µm
_109_,4.8µm
_019_,4.76µm
_254_,4.76µm
net50,4.76µm
_104_,4.56µm
_199_,4.48µm
_208_,4.46µm
_183_,4.42µm
_271_,4.42µm
net53,4.42µm
_229_,4.34µm
_038_,4µm
_151_,4µm
net55,4µm
net73,3.9µm
_202_,3.88µm
_062_,3.78µm
_065_,3.54µm
_197_,3.54µm
net26,3.44µm
_035_,3.22µm
_211_,3.22µm
_178_,3.1µm
_097_,3.08µm
_141_,3.08µm
_189_,3.08µm
_191_,3.08µm
_200_,2.96µm
net65,2.96µm
net75,2.86µm
_001_,2.76µm
_107_,2.5µm
net58,2.4µm
_084_,2.3µm
_006_,2.06µm
net66,2.04µm
_092_,1.84µm
_256_,1.84µm
_114_,1.82µm
_190_,1.7µm
_030_,1.48µm
_217_,1.48µm
_162_,1.26µm
_025_,0.92µm
