net,length_um
_093_,6.6µm
_186_,6.6µm
_192_,6.6µm
_033_,6.48µm
P[5],6.43µm
_199_,6.4µm
_229_,6.32µm
net61,6.3µm
_190_,6.28µm
_054_,6.26µm
_099_,6.26µm
_166_,6.26µm
_211_,6.18µm
_014_,6.16µm
_155_,6.16µm
_051_,6.14µm
_113_,6.14µm
_161_,6.14µm
B[6],6.09µm
P[4],6.09µm
P[8],6.09µm
_073_,5.94µm
_007_,5.84µm
_069_,5.84µm
_136_,5.68µm
net68,5.62µm
_145_,5.6µm
_132_,5.56µm
_231_,5.56µm
P[13],5.41µm
P[6],5.41µm
net72,5.4µm
_064_,5.38µm
_031_,5.36µm
_085_,5.34µm
A[6],5.29µm
net51,5.22µm
_116_,5.14µm
A[5],5.07µm
P[14],5.07µm
P[15],5.07µm
_208_,5.02µm
A[4],4.95µm
A[7],4.95µm
B[5],4.95µm
B[7],4.95µm
_096_,4.92µm
_024_,4.88µm
_135_,4.88µm
_160_,4.88µm
_008_,4.86µm
_059_,4.8µm
P[9],4.73µm
net50,4.56µm
_189_,4.48µm
_188_,4.46µm
_037_,4.42µm
P[7],4.39µm
_044_,4.36µm
_086_,4.34µm
_029_,4µm
net22,4µm
B[4],3.93µm
net54,3.76µm
_020_,3.66µm
_193_,3.56µm
net57,3.56µm
_043_,3.54µm
_018_,3.42µm
_032_,3.42µm
_107_,3.42µm
_121_,3.42µm
_082_,3.08µm
_094_,2.96µm
_118_,2.96µm
net21,2.96µm
net32,2.96µm
_030_,2.89µm
net65,2.84µm
_071_,2.62µm
_164_,2.5µm
net70,2.18µm
net59,2.16µm
_070_,2.06µm
_213_,1.7µm
_147_,1.38µm
_052_,1.36µm
net66,1.26µm
_027_,0.92µm
net63,0.46µm
