net,length_um
net59,8.44µm
_161_,8.4µm
net77,8.4µm
_148_,8.34µm
_164_,8.32µm
_113_,8.27µm
_068_,8.24µm
_258_,8.21µm
_153_,8.14µm
net72,8.08µm
_100_,8.02µm
_135_,8µm
_116_,7.9µm
_179_,7.88µm
_087_,7.86µm
net23,7.86µm
net70,7.78µm
_176_,7.64µm
net62,7.6µm
_019_,7.56µm
_073_,7.48µm
_223_,7.22µm
_109_,7.18µm
_140_,7.18µm
_249_,7.18µm
net58,7.18µm
_101_,7.12µm
_134_,7.1µm
_186_,7.1µm
_219_,7.06µm
_213_,6.94µm
_141_,6.84µm
_131_,6.78µm
_247_,6.78µm
_232_,6.76µm
_076_,6.74µm
_251_,6.74µm
_199_,6.64µm
_119_,6.62µm
_273_,6.6µm
_271_,6.54µm
_190_,6.44µm
_027_,6.38µm
_198_,6.26µm
_155_,6.18µm
_231_,6.18µm
_106_,6.16µm
A[0],6.09µm
P[11],6.09µm
_182_,6.08µm
A[1],5.97µm
B[4],5.97µm
_083_,5.8µm
_214_,5.8µm
net76,5.8µm
_061_,5.56µm
A[2],5.41µm
A[3],5.41µm
P[12],5.41µm
P[9],5.41µm
_233_,5.4µm
_125_,5.38µm
_151_,5.38µm
_144_,5.34µm
_060_,5.22µm
_160_,5.22µm
B[1],5.07µm
P[2],5.07µm
_071_,5µm
_169_,4.94µm
_163_,4.92µm
_217_,4.92µm
_124_,4.88µm
P[8],4.85µm
_065_,4.82µm
net75,4.82µm
_192_,4.8µm
net25,4.8µm
_127_,4.76µm
_281_,4.76µm
P[10],4.73µm
_183_,4.66µm
B[3],4.61µm
_221_,4.46µm
P[0],4.39µm
P[1],4.39µm
_166_,4.36µm
_088_,4.1µm
_228_,4µm
_103_,3.9µm
net100,3.88µm
_053_,3.54µm
_209_,3.54µm
net55,3.44µm
_188_,3.32µm
_112_,3.08µm
_158_,2.995µm
net61,2.86µm
_011_,2.62µm
_133_,2.62µm
_185_,2.52µm
net78,2.18µm
_094_,2.16µm
net56,2.16µm
net71,2.16µm
_007_,2.06µm
_268_,2.06µm
_008_,2.04µm
_090_,2.04µm
_172_,2.04µm
_078_,1.84µm
net73,1.84µm
_222_,1.82µm
_181_,1.7µm
_242_,1.7µm
_084_,1.38µm
_197_,1.26µm
_275_,1.165µm
_086_,0.92µm
_272_,0.92µm
