net,length_um
net64,16.86µm
_106_,16.68µm
_136_,16.64µm
_266_,16.4µm
_127_,16.3µm
_001_,16.28µm
_064_,16.14µm
net45,16.1µm
_065_,15.95µm
_113_,15.72µm
_125_,15.69µm
_217_,15.64µm
net76,15.62µm
_160_,15.56µm
_237_,15.36µm
net78,15.34µm
_166_,15.3µm
_133_,15.23µm
_141_,15.16µm
_069_,15.02µm
_123_,15µm
_187_,14.865µm
_077_,14.48µm
_084_,14.46µm
_261_,14.42µm
_008_,14.3µm
_143_,14.3µm
_042_,14.22µm
_086_,14.22µm
net59,14µm
net83,13.995µm
_185_,13.96µm
_029_,13.84µm
net58,13.72µm
_003_,13.68µm
_193_,13.66µm
_251_,13.4µm
_176_,13.36µm
_027_,13.34µm
_241_,13.28µm
_087_,13.22µm
_138_,13.18µm
_208_,13.08µm
net79,12.92µm
_152_,12.72µm
_072_,12.7µm
_119_,12.62µm
_192_,12.5µm
_015_,12.42µm
_168_,12.3µm
_204_,12.26µm
_219_,12.2µm
_245_,12.2µm
_045_,12.1µm
_163_,12.08µm
P[7],12.06µm
_097_,12.02µm
_144_,11.92µm
net25,11.82µm
P[15],11.8µm
_108_,11.76µm
_031_,11.64µm
_129_,11.46µm
_273_,11.44µm
_067_,11.38µm
_039_,11.36µm
A[6],11.34µm
B[7],11.34µm
net26,11.28µm
_159_,11.17µm
_225_,11.08µm
_118_,10.88µm
_017_,10.72µm
P[6],10.68µm
net73,10.62µm
_218_,10.56µm
A[7],10.42µm
_135_,10.32µm
_098_,10.12µm
_112_,10.04µm
_043_,10.02µm
_140_,10µm
_121_,9.94µm
_267_,9.82µm
_057_,9.78µm
_247_,9.74µm
_025_,9.7µm
_234_,9.7µm
_111_,9.64µm
net68,9.48µm
_171_,9.46µm
_037_,9.44µm
_083_,9.38µm
_222_,9.38µm
_051_,9.36µm
net62,9.3µm
_268_,9.27µm
_231_,9.26µm
net9,9.24µm
_184_,9.16µm
_156_,9.02µm
net69,8.98µm
P[4],8.96µm
P[5],8.96µm
net24,8.9µm
_093_,8.8µm
_259_,8.74µm
A[4],8.72µm
A[5],8.72µm
net71,8.52µm
_033_,8.5µm
_104_,8.41µm
_146_,8.34µm
_041_,8.24µm
net61,8.2µm
net81,8.16µm
_074_,8.14µm
_175_,7.96µm
_052_,7.94µm
_252_,7.94µm
_107_,7.86µm
_224_,7.8µm
_194_,7.66µm
_179_,7.54µm
_203_,7.54µm
_100_,7.48µm
_255_,7.46µm
_246_,7.28µm
_079_,7.24µm
_053_,7.18µm
_228_,7.1µm
_063_,6.98µm
_183_,6.88µm
_009_,6.86µm
_130_,6.775µm
B[3],6.77µm
_196_,6.57µm
_054_,6.41µm
_080_,6.4µm
_263_,6.4µm
_089_,6.32µm
_126_,6.32µm
net85,6.26µm
net63,6.14µm
A[2],6.09µm
A[3],6.09µm
B[2],6.09µm
_020_,6.02µm
net60,6.02µm
_012_,5.94µm
_167_,5.94µm
_172_,5.86µm
net84,5.84µm
_177_,5.82µm
_213_,5.8µm
P[10],5.75µm
P[3],5.75µm
P[9],5.75µm
_154_,5.74µm
_117_,5.72µm
_195_,5.7µm
_242_,5.7µm
B[0],5.63µm
_075_,5.6µm
_212_,5.56µm
_030_,5.48µm
net51,5.44µm
B[1],5.41µm
B[4],5.41µm
B[5],5.41µm
P[12],5.41µm
P[2],5.41µm
_253_,5.28µm
_202_,5.26µm
_274_,5.26µm
_258_,5.24µm
_021_,5.22µm
net75,5.22µm
_205_,5.16µm
_022_,5.14µm
A[0],5.07µm
A[1],5.07µm
P[0],5.07µm
P[13],5.07µm
_094_,5.02µm
_115_,4.94µm
_149_,4.92µm
_178_,4.9µm
_059_,4.88µm
net77,4.82µm
_036_,4.8µm
_103_,4.8µm
net67,4.675µm
B[6],4.61µm
net65,4.6µm
_019_,4.54µm
_070_,4.48µm
_162_,4.48µm
_270_,4.46µm
P[11],4.39µm
P[14],4.39µm
P[1],4.39µm
P[8],4.39µm
net82,4.34µm
net87,4.22µm
_058_,4µm
_206_,3.88µm
_188_,3.76µm
_174_,3.68µm
_173_,3.56µm
_000_,3.54µm
_092_,3.08µm
_110_,2.96µm
_264_,2.72µm
_082_,2.64µm
_254_,2.64µm
_078_,2.62µm
_060_,2.5µm
_235_,2.5µm
net33,2.5µm
_056_,2.4µm
_189_,2.38µm
_050_,2.3µm
_004_,2.28µm
_236_,2.27µm
net66,2.16µm
_209_,2.06µm
net88,2.04µm
_232_,1.84µm
net72,1.72µm
net56,1.48µm
_076_,1.38µm
_200_,1.38µm
_229_,1.02µm
_120_,0.92µm
_182_,0.92µm
