net,length_um
_115_,7.44µm
_117_,7.44µm
_151_,7.44µm
_042_,7.415µm
_183_,7.4µm
_002_,7.22µm
_039_,7.1µm
_153_,6.93µm
_061_,6.88µm
_132_,6.86µm
_104_,6.82µm
B[6],6.77µm
_078_,6.74µm
_111_,6.64µm
_000_,6.52µm
_053_,6.44µm
_218_,6.4µm
_103_,6.36µm
_230_,6.3µm
_165_,6.26µm
P[8],6.21µm
_136_,6.18µm
_155_,6.02µm
A[6],5.97µm
_047_,5.86µm
_167_,5.86µm
net59,5.86µm
net62,5.815µm
P[6],5.75µm
_030_,5.72µm
net69,5.68µm
_080_,5.6µm
_119_,5.56µm
_085_,5.5µm
A[5],5.41µm
B[5],5.41µm
_219_,5.4µm
net61,5.4µm
_174_,5.38µm
_071_,5.26µm
_210_,5.26µm
_050_,5.22µm
_157_,5.22µm
net17,5.22µm
net84,5.14µm
P[4],5.07µm
P[5],5.07µm
net52,5.06µm
_087_,5.02µm
_232_,4.88µm
_186_,4.78µm
net24,4.76µm
A[4],4.73µm
P[7],4.73µm
P[9],4.73µm
_052_,4.7µm
_148_,4.68µm
A[7],4.61µm
B[7],4.61µm
_060_,4.58µm
_187_,4.56µm
_225_,4.48µm
net71,4.36µm
_063_,4.34µm
_176_,4.22µm
_100_,4.14µm
net65,4.02µm
_067_,4µm
_170_,3.54µm
_180_,3.52µm
net64,3.22µm
net66,3.1µm
_082_,2.96µm
_131_,2.96µm
_146_,2.76µm
net63,2.72µm
_169_,2.64µm
net25,2.62µm
_166_,2.5µm
mul_ll.mul_ll.pp1,2.5µm
_079_,2.16µm
_133_,2.16µm
_149_,2.04µm
_058_,1.72µm
_043_,1.7µm
_122_,1.7µm
_168_,1.14µm
