net,length_um
_008_,16.48µm
_066_,16.25µm
net76,16.24µm
_069_,16.1µm
_127_,16.03µm
_229_,15.94µm
_101_,15.8µm
_137_,15.68µm
_157_,15.37µm
P[10],15.36µm
P[11],15.36µm
P[12],15.36µm
_213_,15.35µm
_051_,15.32µm
_187_,15.1µm
_124_,14.78µm
_011_,14.62µm
_169_,14.52µm
_005_,14.44µm
_147_,14.34µm
_055_,14.3µm
net17,14.24µm
_176_,14.06µm
_221_,14.06µm
_062_,13.96µm
_060_,13.6µm
_202_,13.46µm
_193_,13.435µm
_190_,13.36µm
_135_,13.34µm
_073_,13.2µm
_206_,13.18µm
_098_,13.12µm
_111_,13.08µm
_050_,13.04µm
_152_,12.92µm
_030_,12.68µm
_012_,12.6µm
_038_,12.22µm
_048_,12.08µm
_208_,11.96µm
_209_,11.96µm
_165_,11.9µm
_085_,11.88µm
_123_,11.84µm
_057_,11.8µm
_138_,11.8µm
_189_,11.72µm
_192_,11.7µm
_070_,11.64µm
_181_,11.58µm
_136_,11.54µm
net53,11.18µm
net73,11.18µm
_046_,11.1µm
_042_,10.96µm
_107_,10.88µm
_196_,10.88µm
_149_,10.875µm
_044_,10.8µm
_191_,10.66µm
_010_,10.54µm
_131_,10.46µm
_168_,10.44µm
_020_,10.42µm
_032_,10.4µm
_145_,10.4µm
_067_,10.38µm
_029_,10.3µm
net51,10.28µm
_072_,10.08µm
_105_,9.94µm
_155_,9.68µm
_148_,9.6µm
_201_,9.52µm
_095_,9.34µm
_037_,9.24µm
_146_,9.16µm
_035_,9.04µm
_090_,9.04µm
P[2],8.96µm
P[3],8.96µm
_215_,8.92µm
_084_,8.9µm
_039_,8.88µm
B[2],8.84µm
_174_,8.78µm
A[0],8.72µm
A[1],8.72µm
A[2],8.72µm
A[3],8.72µm
B[3],8.72µm
_167_,8.7µm
net72,8.565µm
_132_,8.56µm
_170_,8.56µm
P[1],8.5µm
_114_,8.44µm
_054_,8.32µm
_100_,8.28µm
_022_,8.26µm
_009_,8.24µm
_224_,8.16µm
_025_,8.12µm
_125_,8.1µm
_076_,8.02µm
_130_,8.02µm
mul_ll.mul_ll.pp1,8.02µm
_068_,7.94µm
_158_,7.94µm
_194_,7.92µm
net52,7.6µm
_106_,7.46µm
_141_,7.44µm
_204_,7.24µm
_021_,7.2µm
_172_,7.2µm
_160_,7.1µm
_079_,7.06µm
_184_,6.84µm
B[4],6.77µm
_144_,6.66µm
_016_,6.64µm
_065_,6.44µm
B[5],6.43µm
P[13],6.43µm
P[15],6.43µm
_118_,6.4µm
A[7],6.31µm
_122_,6.3µm
_027_,6.26µm
net22,6.24µm
_108_,6.23µm
net74,6.14µm
B[6],6.09µm
P[14],6.09µm
P[5],6.09µm
_091_,6.08µm
P[6],5.87µm
_088_,5.86µm
_007_,5.82µm
_156_,5.8µm
_179_,5.8µm
P[0],5.75µm
net59,5.68µm
net50,5.66µm
B[0],5.63µm
_064_,5.6µm
A[6],5.29µm
_110_,5.24µm
_053_,5.22µm
net25,5.22µm
P[7],5.19µm
A[5],5.07µm
P[4],5.07µm
_003_,5.02µm
_126_,4.92µm
_001_,4.88µm
_028_,4.8µm
net24,4.76µm
B[1],4.73µm
P[9],4.73µm
B[7],4.61µm
_103_,4.58µm
_150_,4.46µm
_134_,4.42µm
P[8],4.39µm
_225_,4.34µm
_161_,4µm
A[4],3.93µm
_063_,3.9µm
_139_,3.88µm
_002_,3.64µm
_086_,3.54µm
_142_,3.54µm
_140_,3.1µm
_045_,3.08µm
_094_,3.08µm
net78,3.08µm
_162_,2.98µm
_047_,2.96µm
_082_,2.5µm
_113_,2.5µm
net61,2.5µm
net77,2.5µm
_182_,2.4µm
net23,2.3µm
_214_,2.18µm
_026_,2.16µm
_040_,2.16µm
_219_,2.16µm
_059_,2.04µm
_092_,2.04µm
_159_,2.04µm
_129_,1.84µm
net69,1.38µm
net79,1.38µm
net70,1.14µm
_056_,0.46µm
