net,length_um
net64,10.74µm
P[6],10.68µm
_274_,10.66µm
A[7],10.42µm
_077_,10.4µm
net63,10.4µm
_218_,10.38µm
_018_,10.32µm
_149_,10.32µm
net59,10.32µm
_177_,10.28µm
_087_,10.2µm
net49,10.2µm
_187_,10.18µm
_246_,10.16µm
_275_,10.155µm
B[5],10.08µm
_113_,10.02µm
_017_,9.98µm
_140_,9.98µm
_178_,9.98µm
_025_,9.94µm
_266_,9.94µm
_050_,9.88µm
_015_,9.86µm
_141_,9.84µm
net22,9.82µm
P[7],9.76µm
_144_,9.7µm
_185_,9.58µm
_000_,9.52µm
_083_,9.5µm
_069_,9.44µm
_202_,9.4µm
_230_,9.36µm
_040_,9.24µm
B[3],9.18µm
_120_,9.12µm
_011_,8.98µm
P[4],8.96µm
P[5],8.96µm
A[4],8.84µm
_263_,8.76µm
A[5],8.72µm
_066_,8.66µm
_055_,8.56µm
_174_,8.56µm
_197_,8.52µm
net66,8.52µm
_094_,8.48µm
_131_,8.48µm
_229_,8.48µm
_206_,8.44µm
_074_,8.36µm
_222_,8.22µm
_071_,8µm
_105_,7.78µm
_022_,7.56µm
_029_,7.54µm
_155_,7.32µm
_080_,7.28µm
_235_,7.28µm
net54,7.26µm
_169_,7.2µm
net23,7.14µm
_093_,7µm
_233_,6.98µm
_114_,6.96µm
_170_,6.92µm
net57,6.78µm
_052_,6.76µm
_271_,6.74µm
_124_,6.725µm
_090_,6.64µm
_135_,6.64µm
_252_,6.64µm
_273_,6.6µm
_196_,6.52µm
_200_,6.5µm
P[8],6.43µm
_058_,6.4µm
_128_,6.32µm
A[3],6.31µm
_061_,6.26µm
_014_,6.14µm
_082_,6.14µm
_240_,6.14µm
A[1],6.09µm
B[0],6.09µm
B[1],6.09µm
net95,6.02µm
_047_,5.84µm
_226_,5.84µm
_216_,5.8µm
P[10],5.75µm
P[1],5.75µm
_109_,5.68µm
net62,5.68µm
_042_,5.52µm
_079_,5.5µm
_119_,5.46µm
net72,5.34µm
A[2],5.29µm
_030_,5.26µm
_256_,5.24µm
net68,5.13µm
B[2],5.07µm
P[0],5.07µm
P[2],5.07µm
P[3],5.07µm
P[9],5.07µm
_095_,5.07µm
_269_,5.06µm
_019_,5.02µm
_122_,5.02µm
B[4],4.95µm
net50,4.94µm
_089_,4.92µm
net24,4.92µm
_117_,4.8µm
_070_,4.76µm
_086_,4.76µm
_203_,4.76µm
_249_,4.76µm
P[11],4.73µm
_010_,4.68µm
net60,4.68µm
A[0],4.61µm
_211_,4.58µm
_262_,4.58µm
_051_,4.56µm
_192_,4.48µm
_031_,4.46µm
_036_,4.46µm
_078_,4.42µm
net21,4.42µm
_198_,4.22µm
_147_,4.02µm
_191_,4.02µm
_272_,4.02µm
_112_,4µm
_132_,4µm
_201_,3.9µm
net51,3.9µm
_007_,3.88µm
_057_,3.88µm
_175_,3.54µm
net93,3.54µm
_257_,3.44µm
_182_,3.42µm
net67,3.18µm
_106_,3.08µm
_164_,2.64µm
_153_,2.62µm
_190_,2.62µm
_002_,2.52µm
net87,2.52µm
_041_,2.3µm
net17,2.3µm
_209_,2.18µm
net71,2.16µm
_213_,2.06µm
_003_,2.04µm
_104_,1.7µm
net48,1.6µm
net69,1.6µm
net53,1.48µm
net89,1.38µm
_160_,1.265µm
_184_,1.26µm
_060_,0.8µm
