net,length_um
_120_,11.56µm
net17,11.46µm
_227_,11.35µm
A[4],11.34µm
_046_,11.34µm
_150_,11.24µm
net63,11.12µm
_087_,11.08µm
_182_,10.98µm
_008_,10.9µm
P[12],10.88µm
_123_,10.8µm
_225_,10.8µm
_044_,10.76µm
_173_,10.7µm
_083_,10.56µm
net61,10.34µm
_092_,10.29µm
B[4],10.08µm
_102_,10.08µm
_253_,10µm
P[15],9.96µm
_133_,9.84µm
_214_,9.74µm
_081_,9.64µm
_257_,9.58µm
_174_,9.5µm
_246_,9.48µm
_119_,9.36µm
_151_,9.36µm
_100_,9.32µm
A[0],9.18µm
B[3],9.18µm
_085_,9.18µm
_097_,9.02µm
_105_,9.02µm
_122_,8.98µm
P[0],8.96µm
P[3],8.96µm
_179_,8.96µm
net66,8.94µm
_231_,8.9µm
net24,8.9µm
B[0],8.84µm
_233_,8.82µm
A[2],8.72µm
A[3],8.72µm
B[1],8.72µm
_127_,8.72µm
_066_,8.7µm
_106_,8.7µm
_170_,8.58µm
_022_,8.56µm
_168_,8.56µm
_198_,8.56µm
P[1],8.5µm
P[2],8.5µm
_241_,8.32µm
B[2],8.26µm
_003_,8.14µm
_115_,8.06µm
_021_,8.02µm
_171_,7.945µm
_006_,7.92µm
_019_,7.88µm
_167_,7.72µm
_053_,7.6µm
_054_,7.6µm
_139_,7.56µm
net25,7.48µm
_038_,7.4µm
_071_,7.3µm
_104_,7.28µm
_015_,7.23µm
_005_,7.2µm
_063_,7.18µm
_118_,7.18µm
_193_,7.18µm
_148_,7.1µm
P[7],6.89µm
_138_,6.72µm
_016_,6.64µm
_012_,6.52µm
_061_,6.4µm
_159_,6.36µm
_073_,6.32µm
_164_,6.24µm
_051_,6.18µm
_185_,6.18µm
_224_,6.18µm
_260_,6.18µm
_001_,6.14µm
_068_,6.14µm
_201_,6.14µm
P[5],6.09µm
B[5],5.97µm
_062_,5.82µm
_134_,5.8µm
P[4],5.75µm
P[6],5.75µm
_108_,5.72µm
_163_,5.72µm
A[6],5.63µm
_140_,5.6µm
_234_,5.6µm
B[6],5.41µm
_262_,5.4µm
_035_,5.38µm
_208_,5.38µm
_226_,5.38µm
_187_,5.28µm
_091_,5.24µm
_028_,5.23µm
P[8],5.19µm
_060_,5.16µm
_217_,5.12µm
_156_,4.88µm
_254_,4.88µm
net55,4.82µm
_121_,4.8µm
_266_,4.8µm
A[7],4.61µm
B[7],4.61µm
_077_,4.56µm
_113_,4.555µm
_049_,4.48µm
net22,4.42µm
_223_,4.41µm
P[9],4.39µm
_095_,4.34µm
_152_,4.34µm
_178_,4.22µm
_235_,3.9µm
_189_,3.86µm
_155_,3.68µm
_088_,3.54µm
_146_,3.44µm
_030_,3.42µm
_166_,3.42µm
_042_,3.3µm
_050_,3.08µm
_130_,3.08µm
_239_,3.08µm
_195_,2.99µm
_143_,2.98µm
_031_,2.96µm
_057_,2.62µm
_205_,2.62µm
_213_,2.62µm
net57,2.62µm
_125_,2.52µm
_009_,2.5µm
_240_,2.5µm
_082_,2.18µm
_183_,2.16µm
_037_,2.04µm
_149_,2.04µm
_255_,2.04µm
net64,1.84µm
_002_,1.7µm
_192_,1.7µm
_203_,1.38µm
_263_,1.38µm
_220_,1.25µm
_211_,1.14µm
_045_,0.92µm
_080_,0.92µm
_112_,0.92µm
_175_,0.92µm
