net,length_um
_129_,14.1µm
_146_,14.1µm
_236_,14.08µm
_120_,13.96µm
_056_,13.62µm
_038_,13.275µm
P[14],13.06µm
_186_,13.04µm
_026_,13.02µm
_139_,13µm
_254_,12.7µm
_132_,12.58µm
_142_,12.58µm
_050_,12.42µm
_263_,12.38µm
_170_,12.22µm
_191_,12.12µm
_225_,12.12µm
_104_,11.88µm
_215_,11.88µm
B[6],11.8µm
_112_,11.66µm
_043_,11.62µm
net32,11.62µm
_268_,11.58µm
_029_,11.42µm
A[6],11.34µm
B[5],11.34µm
B[4],11.02µm
_251_,11µm
_066_,10.98µm
B[7],10.88µm
_035_,10.76µm
_095_,10.66µm
_019_,10.55µm
_016_,10.52µm
_051_,10.5µm
A[7],10.42µm
P[15],10.42µm
_249_,10.4µm
_107_,10.31µm
_063_,10.26µm
_190_,10.24µm
net60,10.24µm
_222_,10.22µm
_116_,10.18µm
_218_,10.06µm
_078_,10µm
_108_,10µm
_130_,10µm
_042_,9.86µm
_196_,9.86µm
_111_,9.84µm
_014_,9.58µm
_052_,9.5µm
_193_,9.5µm
_166_,9.48µm
_242_,9.4µm
_093_,9.36µm
_261_,9.32µm
A[0],9.18µm
_022_,9.12µm
net56,9.08µm
_149_,9.04µm
_172_,9.04µm
P[3],8.96µm
P[4],8.96µm
P[5],8.96µm
P[6],8.96µm
_241_,8.9µm
_092_,8.82µm
_106_,8.82µm
_086_,8.78µm
A[1],8.72µm
_264_,8.7µm
_040_,8.68µm
net22,8.56µm
_238_,8.48µm
_187_,8.44µm
_114_,8.36µm
_204_,8.14µm
_243_,8.06µm
_155_,7.98µm
net23,7.98µm
_199_,7.88µm
_010_,7.74µm
_144_,7.68µm
_077_,7.66µm
_102_,7.63µm
_185_,7.44µm
_195_,7.44µm
_210_,7.435µm
_012_,7.32µm
net58,7.26µm
_248_,7.22µm
_203_,7.2µm
_159_,7.1µm
_099_,7.06µm
_118_,7.03µm
_045_,6.94µm
_231_,6.94µm
_152_,6.86µm
net24,6.76µm
net66,6.72µm
_179_,6.66µm
_088_,6.62µm
_266_,6.58µm
_197_,6.52µm
_260_,6.48µm
P[12],6.43µm
_219_,6.4µm
B[1],6.31µm
_207_,6.3µm
_181_,6.26µm
_087_,6.18µm
_094_,6.18µm
_221_,6.15µm
_036_,6.02µm
net68,5.86µm
_031_,5.78µm
_074_,5.74µm
_127_,5.74µm
_233_,5.72µm
_160_,5.7µm
_123_,5.68µm
B[3],5.63µm
net55,5.61µm
_057_,5.6µm
net21,5.56µm
A[2],5.41µm
A[3],5.41µm
P[10],5.41µm
_216_,5.34µm
A[4],5.29µm
_145_,5.28µm
_171_,5.28µm
_044_,5.26µm
_174_,5.26µm
_252_,5.22µm
_255_,5.14µm
P[2],5.07µm
_041_,4.88µm
_084_,4.88µm
_020_,4.8µm
_067_,4.8µm
_244_,4.8µm
P[8],4.73µm
A[5],4.61µm
B[0],4.61µm
B[2],4.61µm
net52,4.61µm
_054_,4.56µm
_062_,4.48µm
_009_,4.46µm
_206_,4.46µm
_220_,4.46µm
_212_,4.44µm
P[11],4.39µm
P[1],4.39µm
P[7],4.39µm
P[9],4.39µm
_151_,4.24µm
_141_,4.115µm
_101_,4.02µm
_257_,4µm
_214_,3.995µm
_073_,3.985µm
_202_,3.88µm
_028_,3.76µm
_184_,3.68µm
_089_,3.56µm
_148_,3.56µm
_131_,3.42µm
_270_,3.42µm
_037_,3.22µm
_018_,3.18µm
net53,3.1µm
_103_,3.1µm
_265_,3.08µm
_192_,2.98µm
_015_,2.96µm
_033_,2.96µm
_059_,2.96µm
_163_,2.96µm
_189_,2.96µm
net67,2.96µm
_007_,2.76µm
_003_,2.64µm
_072_,2.64µm
_178_,2.62µm
_229_,2.62µm
net54,2.62µm
net65,2.62µm
_080_,2.52µm
_064_,2.5µm
_136_,2.5µm
_006_,2.3µm
_097_,2.3µm
_162_,2.3µm
_167_,2.16µm
_004_,2.04µm
_049_,1.84µm
net61,1.82µm
_232_,1.7µm
_247_,1.7µm
_164_,1.38µm
_176_,1.38µm
_000_,0.92µm
_096_,0.92µm
_115_,0.92µm
_135_,0.92µm
_267_,0.46µm
